,mass,age,temperature,luminosity,radius,gravity,mko_y,mko_j,mko_h,mko_k,mko_lp,mko_mp,w1,w2,w3,w4,irac_ch1,irac_ch2
26,0.016,0.464158883,803.71288522,-5.37249324,0.10641388,4.58853808,16.47680659,15.4805994,16.19665934,16.15966733,13.89213205,12.3801062,15.54094777,12.59607743,11.69495272,11.09667772,14.9097076,12.60550065
27,0.016,0.587801607,744.47143029,-5.51548952,0.10519499,4.59854449,16.87334366,15.89271375,16.64787293,16.70006571,14.16254132,12.56127113,15.90389738,12.80937642,11.94030309,11.23828714,15.20749946,12.81932664
28,0.016,0.744380301,688.77994426,-5.65958633,0.10410816,4.60756483,17.31110479,16.32710173,17.12655304,17.25979371,14.43810213,12.76140621,16.27227856,13.0273623,12.1782775,11.37654205,15.51252778,13.03755668
29,0.016,0.942668455,641.21969312,-5.79222551,0.1031102,4.61593099,17.73990478,16.75162144,17.60408089,17.83405113,14.7177949,12.95272246,16.64350952,13.23543222,12.40820925,11.5126171,15.82637851,13.2482015
30,0.016,1.19377664,595.72665874,-5.92771521,0.10220627,4.62357922,18.19081875,17.19505009,18.10322437,18.43786522,15.00443623,13.14851549,17.03137413,13.45140148,12.6357373,11.64855015,16.15661858,13.46390932
31,0.016,1.51177507,552.08529294,-6.06682657,0.10139115,4.63053415,18.69559949,17.69830854,18.67996211,19.16126737,15.34373596,13.36606715,17.47432386,13.69415852,12.88180866,11.79177722,16.54043215,13.70774207
32,0.016,1.91448198,520.36474991,-6.17622928,0.10062369,4.63713379,19.09037328,18.10312204,19.14390616,19.73856913,15.62723441,13.53856728,17.82678895,13.89158019,13.06717263,11.89518244,16.85323325,13.90608673
33,0.016,2.42446202,487.41877498,-6.29625457,0.09988275,4.64355327,19.61432465,18.67365927,19.80341329,20.56407378,15.97356573,13.77179447,18.27021495,14.14129055,13.2861865,12.01942314,17.25509212,14.15274454
34,0.016,3.07029063,454.19327052,-6.42495797,0.09919021,4.6495966,20.17534836,19.3027039,20.48779241,21.43483774,16.34237167,14.02449071,18.73143994,14.40779097,13.52214865,12.1469458,17.66963432,14.41932575
35,0.016,3.88815518,425.72344255,-6.54308934,0.09854246,4.65528741,20.74670027,19.97163087,21.1277855,22.26867148,16.68231994,14.25895742,19.16283261,14.65224282,13.73402048,12.26156615,18.05709831,14.66195394
36,0.016,4.92388263,398.59389749,-6.66290261,0.09792799,4.6607205,21.44235168,20.79377894,21.81848196,23.23535536,17.05476181,14.5178521,19.65683159,14.91381805,13.97229924,12.38400455,18.50096747,14.92080212
37,0.016,6.23550734,378.22228918,-6.75936827,0.09732757,4.66606248,22.05095988,21.50964094,22.35779334,24.05579817,17.36161274,14.73230721,20.06736065,15.13384283,14.17010306,12.48719416,18.86886014,15.13827341
38,0.016,7.89652287,357.01853273,-6.8649218,0.09673297,4.6713852,22.80778119,22.35121843,22.96961504,25.06168372,17.73011194,14.98228717,20.56825891,15.3879869,14.40297797,12.60234126,19.31949796,15.38852895
39,0.016,10.0,340.20324066,-6.95402056,0.09614831,4.67665093,23.55645902,23.15617959,23.53114784,26.02163906,18.06633887,15.21055677,21.0428434,15.61429858,14.61810327,12.70817339,19.74097538,15.61042663
0,0.042,0.001,2890.8273898,-1.75808625,0.52763834,3.61699195,7.73982519,7.10980515,6.59257741,6.24142334,5.78257419,5.77351159,6.01872686,5.7556855,5.54470412,5.40305986,5.89507515,5.74966849
1,0.042,0.00126638017,2889.63016205,-1.79312991,0.50719969,3.65130634,7.82789244,7.19772964,6.68057996,6.32892995,5.86935599,5.86111491,6.10577025,5.84302298,5.63155781,5.49042686,5.98191697,5.83697108
2,0.042,0.00160371874,2888.99815147,-1.81052282,0.49735769,3.66832649,7.87163118,7.24136472,6.72422742,6.37234832,5.91241732,5.90463305,6.14899008,5.88639433,5.67468535,5.53381657,6.0250195,5.88032115
3,0.042,0.00203091762,2888.61419821,-1.82061535,0.4917389,3.67819448,7.89701718,7.26667909,6.74954256,6.39753403,5.93739451,5.9298899,6.17406847,5.91156161,5.69970856,5.55899406,6.05002429,5.90547488
4,0.042,0.00257191381,2888.15391378,-1.83239527,0.48526921,3.6896981,7.92662822,7.29619673,6.77905421,6.42689911,5.96651653,5.95935193,6.20331675,5.94091506,5.72889239,5.58836008,6.07918181,5.93481137
5,0.042,0.00325702066,2887.45049084,-1.85057528,0.47545316,3.70744852,7.97230858,7.34172025,6.82454527,6.47218357,6.01143879,6.00482988,6.24844766,5.98621643,5.77393666,5.63369185,6.12416447,5.9800841
6,0.042,0.00412462638,2886.03535773,-1.88392667,0.45798261,3.73996568,8.05617927,7.42522639,6.90795734,6.55523393,6.09380982,6.08831127,6.33126019,6.06934713,5.8565741,5.7168721,6.20667005,6.06315455
7,0.042,0.00522334507,2882.54153258,-1.96612479,0.41764772,3.82004343,8.26273913,7.63063141,7.11277853,6.75946674,6.2965398,6.29430593,6.53532052,6.27432818,6.06037914,5.92213725,6.40983189,6.26794346
8,0.042,0.00661474064,2874.52024902,-2.12058895,0.35156212,3.96966204,8.65081503,8.01515483,7.49538767,7.14171275,6.67604583,6.68194083,6.91837171,6.65951244,6.44308028,6.30811514,6.79059208,6.6525932
9,0.042,0.0083767764,2857.98077309,-2.25332558,0.30524518,4.09236689,8.98346348,8.34095706,7.82101104,7.46556819,6.99468259,7.01001948,7.24229555,6.98477812,6.76376754,6.63226631,7.1112576,6.97716668
10,0.042,0.0106081836,2837.54515814,-2.36884675,0.27109126,4.19543537,9.27264428,8.62147922,8.10203673,7.7443336,7.26719516,7.29300046,7.52104345,7.26464588,7.0380305,6.91010228,7.38621869,7.25623939
11,0.042,0.0134339933,2813.23252039,-2.47484913,0.24411178,4.28648919,9.53778514,8.87612627,8.3577695,7.9972454,7.51269917,7.55034398,7.77381922,7.51848822,7.28512668,7.16091217,7.63459541,7.50916049
12,0.042,0.0170125428,2792.5199871,-2.57011453,0.22201131,4.36891423,9.77644315,9.10479673,8.58685325,8.22472089,7.73400143,7.78405896,8.00198501,7.74855447,7.50909391,7.38867931,7.85861243,7.73827223
13,0.042,0.0215443469,2755.95827699,-2.66976678,0.20323077,4.44568725,10.02588794,9.33729134,8.82223642,8.45578584,7.95373926,8.02249386,8.23292146,7.98151079,7.73093236,7.61559751,8.08279491,7.9697441
14,0.042,0.0272833338,2720.67421875,-2.76358536,0.1871873,4.51711229,10.26259184,9.55515706,9.04214294,8.67287249,8.15950262,8.25088824,8.45051297,8.20334798,7.94070376,7.83091945,8.2931593,8.18982092
15,0.042,0.0345510729,2675.39992144,-2.86006515,0.17322587,4.5844403,10.50874225,9.77560343,9.26520669,8.89217592,8.3634804,8.48495974,8.66979923,8.42874574,8.14931815,8.04614063,8.50297985,8.4128801
16,0.042,0.0437547938,2621.85690881,-2.95845462,0.16105497,4.64771653,10.76338031,9.99789327,9.49001796,9.11243909,8.56475854,8.72413575,8.88959344,8.65726817,8.35618757,8.26122497,8.71119876,8.63840902
17,0.042,0.0554102033,2560.31938731,-3.05920344,0.15039612,4.70719224,11.03537904,10.22583095,9.71701252,9.33640105,8.76406735,8.9806309,9.11149586,8.89587211,8.56422633,8.48208857,8.91864389,8.87277182
18,0.042,0.0701703829,2490.3199407,-3.16317329,0.14103564,4.76300608,11.32103848,10.45883584,9.94829945,9.56503003,8.96290952,9.25455937,9.33670172,9.14511885,8.77362315,8.70810211,9.12681923,9.1167305
19,0.042,0.0888623816,2411.25483882,-3.272023,0.13271417,4.81582989,11.63519796,10.7047176,10.18605141,9.80511468,9.16318549,9.55627161,9.56677911,9.41224827,8.98675935,8.94065913,9.33727355,9.37692061
20,0.042,0.112533558,2318.85903787,-3.38855579,0.12548569,4.86447544,11.99075017,10.97138552,10.43761375,10.06522045,9.36787796,9.8828538,9.80360387,9.69458452,9.19799578,9.16810743,9.5531834,9.65092943
21,0.042,0.142510267,2209.1682479,-3.51695578,0.1192584,4.90868735,12.40353567,11.26815268,10.71045705,10.35725925,9.58328976,10.21304517,10.05458098,9.98100806,9.40100991,9.37808214,9.78393025,9.92969043
22,0.042,0.180472177,2103.30758891,-3.64177043,0.11395355,4.94820937,12.81268605,11.56208842,10.97670418,10.65495871,9.79924626,10.50501273,10.31685857,10.24073959,9.58582696,9.55858464,10.02666415,10.18381692
23,0.042,0.228546386,1986.16892236,-3.77667554,0.10941051,4.98354719,13.2465403,11.88102953,11.26514573,10.99566511,10.05221014,10.77797486,10.65034898,10.49543303,9.76939656,9.72327663,10.33395235,10.43508062
24,0.042,0.289426612,1868.67678589,-3.91421493,0.10550049,5.01515487,13.64857783,12.20265761,11.56740963,11.37347018,10.35614776,11.00984896,11.07415636,10.72892507,9.94655503,9.86914566,10.72176211,10.66892801
25,0.042,0.366524124,1749.00330563,-4.05703617,0.10217087,5.04301054,13.99256154,12.52029187,11.90018572,11.81052787,10.72273114,11.21517115,11.58911825,10.95189042,10.1221467,10.00974449,11.19403147,10.89704489
26,0.042,0.464158883,1635.70638544,-4.19783971,0.09933374,5.06747082,14.27549871,12.81915023,12.25517343,12.28576946,11.11602831,11.39907693,12.11950254,11.1654984,10.29128788,10.1459174,11.69114633,11.11962492
27,0.042,0.587801607,1527.33478691,-4.33875949,0.09686922,5.08929256,14.49162616,13.08923459,12.658592,12.78312788,11.52297567,11.5568321,12.61457924,11.36795247,10.45857443,10.28954626,12.18286877,11.33464836
28,0.042,0.744380301,1434.05637271,-4.46794333,0.09469586,5.10900195,14.73058665,13.33622092,13.06520797,13.21742606,11.89238958,11.68170702,13.03004202,11.53942973,10.61390306,10.43575341,12.61548353,11.5176163
29,0.042,0.942668455,1332.80553669,-4.61300538,0.09276768,5.12687057,14.92494244,13.59348722,13.56833582,13.68394438,12.27456578,11.79920197,13.46460824,11.72118027,10.79959485,10.61333379,13.05272289,11.70822278
30,0.042,1.19377664,1247.61115664,-4.74366045,0.0910837,5.14278239,15.11860295,13.84095976,14.0461349,14.09515397,12.601884,11.91387918,13.85080398,11.89291848,10.98601737,10.78289003,13.4230934,11.88432898
31,0.042,1.51177507,1153.33388437,-4.89490102,0.08955182,5.1575148,15.3953444,14.16028698,14.54712461,14.5584051,12.91349325,12.05463582,14.23872754,12.08880363,11.2102932,10.95710454,13.7718731,12.08081738
32,0.042,1.91448198,1064.10699658,-5.04721273,0.08827746,5.16996391,15.71094074,14.51361861,15.01567645,15.02068466,13.20160627,12.20464033,14.60824526,12.28578116,11.44016638,11.11810703,14.09291445,12.27744798
33,0.042,2.42446202,990.45309705,-5.18316315,0.08713121,5.18131606,16.0335687,14.86314374,15.43344104,15.48180555,13.4573823,12.36200532,14.94798758,12.47907889,11.66798424,11.26179845,14.37937083,12.46970671
34,0.042,3.07029063,912.96009726,-5.33503672,0.08609837,5.19167371,16.42107577,15.26807346,15.88541555,16.00582399,13.72853953,12.54160946,15.30114341,12.69067083,11.91543054,11.40795811,14.67928325,12.68106706
35,0.042,3.88815518,846.69097259,-5.474997,0.08520889,5.20069374,16.81531712,15.66056166,16.31461811,16.51527468,13.9754828,12.71775124,15.62439088,12.88946378,12.1435548,11.54191225,14.95055628,12.8803266
36,0.042,4.92388263,791.65612748,-5.59977499,0.0844237,5.20873474,17.19631947,16.03304799,16.71851465,16.99628439,14.20538658,12.88565113,15.92263128,13.07395287,12.34488473,11.66193314,15.2026926,13.06568453
37,0.042,6.23550734,745.3885641,-5.71182437,0.08370277,5.21618385,17.54406347,16.36915345,17.08630547,17.43519637,14.41247925,13.03030595,16.19365114,13.23824652,12.51947022,11.76884776,15.43269052,13.23003906
38,0.042,7.89652287,703.04826771,-5.82037628,0.0830358,5.22313278,17.8964202,16.7120059,17.4651738,17.88442469,14.62000797,13.19201341,16.46556206,13.40431726,12.68874455,11.87301547,15.6660997,13.39689706
39,0.042,10.0,667.79447379,-5.91641938,0.08239958,5.22981353,18.21419339,17.02252228,17.79994657,18.29168265,14.80599364,13.33667172,16.71071156,13.55263941,12.84099264,11.96843394,15.87683675,13.5453039
0,0.024,0.001,2718.26535554,-2.12654649,0.39044857,3.63550012,8.65976975,7.98102094,7.49759754,7.09254289,6.57092182,6.566538,6.83195002,6.54671062,6.29179184,6.14557368,6.69291627,6.54009186
1,0.024,0.00126638017,2709.93221707,-2.19748947,0.36205025,3.70108963,8.83715464,8.15468314,7.67095723,7.26510322,6.74119498,6.74241632,7.00599829,6.72107068,6.46368804,6.3193515,6.86467848,6.71397846
2,0.024,0.00160371874,2700.98084152,-2.26393736,0.33760321,3.76181247,9.00341405,8.31681245,7.83295642,7.42623634,6.899825,6.90702907,7.16855678,6.88405168,6.62392995,6.48157746,7.02486217,6.87645955
3,0.024,0.00203091762,2691.45951829,-2.31735579,0.31972259,3.80908125,9.13700597,8.44608089,7.9624993,7.55456259,7.02535232,7.03815151,7.29785891,7.01363964,6.75054798,6.60997248,7.15188642,7.00558133
4,0.024,0.00257191381,2684.37888157,-2.34934499,0.30978735,3.83649864,9.2170564,8.52295105,8.03976491,7.63078338,7.0994318,7.11605234,7.3745803,7.0904892,6.82515455,6.68575557,7.22701624,7.08211296
5,0.024,0.00325702066,2680.72221846,-2.36458474,0.30523857,3.84934739,9.25513147,8.55937614,8.07642583,7.66688992,7.1344229,7.15299263,7.41091819,7.12689261,6.86038394,6.72158106,7.26254349,7.11835472
6,0.024,0.00412462638,2678.19915448,-2.37455312,0.30231455,3.85770755,9.28014753,8.58325163,8.10047628,7.69055103,7.15731021,7.17721332,7.43472711,7.15074587,6.88342119,6.7450241,7.2857979,7.14209756
7,0.024,0.00522334507,2675.19139683,-2.38684667,0.29874044,3.86803778,9.31088442,8.61260565,8.13002807,7.71966171,7.18550317,7.20706469,7.46404185,7.18013999,6.91183073,6.77394528,7.31443788,7.17135501
8,0.024,0.00661474064,2670.71177121,-2.40561143,0.29333895,3.88388647,9.35783984,8.65745757,8.17515871,7.76417456,7.22865478,7.25280866,7.5089005,7.2251684,6.95536818,6.81829286,7.3582699,7.21617116
9,0.024,0.0083767764,2663.76442738,-2.43786268,0.28411601,3.91163442,9.43864864,8.73482794,8.2528625,7.84109967,7.30349959,7.33220734,7.58655346,7.30330598,7.03110838,6.89549952,7.43423371,7.29394131
10,0.024,0.0106081836,2649.7676618,-2.50884123,0.26459398,3.9734657,9.61658394,8.90524028,8.42370967,8.01089888,7.46914658,7.50866669,7.75825306,7.47674951,7.19939297,7.06735557,7.60228879,7.4665332
11,0.024,0.0134339933,2584.443428,-2.6917876,0.22532099,4.11302388,10.07759986,9.33218761,8.85605759,8.43438242,7.87135111,7.95328978,8.1848302,7.90955531,7.60705426,7.4875701,8.01413241,7.89601295
12,0.024,0.0170125428,2506.10013951,-2.86549708,0.19619254,4.23326106,10.52335088,9.73106705,9.259984,8.8289003,8.23827265,8.38413094,8.58213022,8.32130627,7.98264548,7.87995525,8.39276579,8.30307149
13,0.024,0.0215443469,2420.30840825,-3.01927694,0.17621614,4.32653671,10.93275717,10.08122588,9.61117684,9.1724353,8.54717122,8.78065881,8.92530513,8.69214988,8.30351498,8.22317342,8.71430488,8.66755407
14,0.024,0.0272833338,2329.02614151,-3.1625778,0.16135532,4.40306117,11.33266922,10.40911992,9.93389515,9.49199377,8.82282116,9.1796526,9.23756198,9.05041864,8.59344446,8.53796647,9.00281428,9.01730518
15,0.024,0.0345510729,2225.96661759,-3.30575549,0.14979867,4.46761139,11.75470251,10.73675908,10.24814013,9.8119018,9.0820074,9.5728478,9.53259958,9.39730776,8.85587457,8.81774289,9.27494402,9.3552111
16,0.024,0.0437547938,2110.9560959,-3.45370319,0.14047761,4.52341183,12.22206995,11.08345321,10.56945469,10.15135499,9.33990813,9.95708457,9.83061315,9.73527762,9.09822169,9.06663806,9.55073072,9.68517411
17,0.024,0.0554102033,1993.67298772,-3.60131028,0.13288391,4.57168279,12.69644468,11.43278928,10.88900863,10.50854627,9.60604658,10.30203446,10.15958346,10.04705225,9.32100472,9.28109853,9.85524779,9.99068598
18,0.024,0.0701703829,1871.77954755,-3.75146056,0.12682019,4.61224992,13.1608545,11.78280867,11.21439296,10.90263328,9.91095387,10.60163519,10.57208655,10.33338131,9.53106462,9.46314488,10.23340434,10.27411651
19,0.024,0.0888623816,1757.50902549,-3.89635786,0.12174549,4.64772076,13.56455552,12.12334682,11.53943789,11.31793115,10.25476512,10.83627859,11.05383037,10.57735756,9.72070246,9.61603123,10.67325626,10.52053012
20,0.024,0.112533558,1631.88604168,-4.05583695,0.11752562,4.6783608,13.93064936,12.47553101,11.92214818,11.84188677,10.6886957,11.05875592,11.65474321,10.82684474,9.91470018,9.76726362,11.22793827,10.7787607
21,0.024,0.142510267,1522.9458722,-4.20172057,0.11407772,4.70422486,14.19663798,12.77819296,12.31528811,12.36486193,11.11491974,11.24192446,12.19421319,11.04876194,10.08882674,9.90861254,11.75194377,11.01328777
22,0.024,0.180472177,1425.84066225,-4.33897204,0.11112473,4.72700504,14.43356934,13.04877169,12.732444,12.85134992,11.52694067,11.39229694,12.65835881,11.24461518,10.24900419,10.05008597,12.23872657,11.22377781
23,0.024,0.228546386,1327.68282869,-4.48336365,0.10853426,4.74749266,14.64026863,13.31817501,13.22392994,13.32753919,11.94182259,11.52199194,13.11066987,11.43159466,10.4218991,10.21807316,12.71632145,11.42381299
24,0.024,0.289426612,1245.25198791,-4.61312685,0.10625386,4.76593655,14.84120174,13.56925192,13.69146039,13.72782988,12.29188999,11.63526362,13.49983578,11.59827614,10.5907861,10.38490004,13.11277219,11.59825975
25,0.024,0.366524124,1160.13114042,-4.75307863,0.10420388,4.78285793,15.08531511,13.86037265,14.18301923,14.14343659,12.62014856,11.76378367,13.88916884,11.78142738,10.79145083,10.56084013,13.47957934,11.78417638
26,0.024,0.464158883,1070.76893546,-4.90688276,0.10247015,4.79743137,15.37313397,14.20906802,14.69766753,14.60067615,12.95175011,11.91291472,14.30517845,11.98563793,11.0248804,10.74298826,13.84932913,11.98880033
27,0.024,0.587801607,994.2160261,-5.04879172,0.10094156,4.81048565,15.6807446,14.55800376,15.13891659,15.04479637,13.23661829,12.06772106,14.68408503,12.18422335,11.25866267,10.90230992,14.16972987,12.18652811
28,0.024,0.744380301,925.16367249,-5.18559401,0.09958571,4.82223163,16.00095453,14.91880329,15.55063696,15.49467913,13.49991239,12.22733768,15.02923961,12.38092898,11.4914358,11.04705871,14.46112236,12.38255174
29,0.024,0.942668455,862.10467906,-5.31884673,0.09837432,4.83286217,16.33750492,15.27621337,15.94726869,15.95701947,13.74426431,12.39023888,15.34234238,12.57054137,11.71540587,11.17907907,14.72809819,12.57266444
30,0.024,1.19377664,798.68444934,-5.46141826,0.09726777,4.84268765,16.74180225,15.69344475,16.39730823,16.48838311,14.01132413,12.57564963,15.69460593,12.7830843,11.95986289,11.32019461,15.02102504,12.7850435
31,0.024,1.51177507,736.32512416,-5.61152836,0.09627838,4.85156796,17.18078618,16.13090825,16.8783437,17.06143946,14.29052517,12.76796756,16.0656205,13.00360177,12.20363766,11.46303284,15.32969323,13.00647981
32,0.024,1.91448198,682.98923947,-5.74998643,0.09541206,4.85941891,17.61919867,16.55767359,17.3480377,17.61180562,14.55425212,12.97216846,16.41654368,13.21430028,12.42393777,11.59357227,15.62637163,13.21807466
33,0.024,2.42446202,639.64655979,-5.87122775,0.09461009,4.86675054,18.02741468,16.95914522,17.79851045,18.15821726,14.81194349,13.14021081,16.75347146,13.40584406,12.62842839,11.71663611,15.91487807,13.4110181
34,0.024,3.07029063,596.04774642,-6.00077543,0.09385928,4.87367105,18.47258147,17.40178817,18.29551169,18.76345193,15.09210325,13.32393887,17.12807156,13.61384305,12.84482466,11.84674565,16.23730576,13.61809997
35,0.024,3.88815518,552.96075606,-6.13754058,0.0931674,4.88009752,18.97392738,17.91267816,18.86410983,19.49655246,15.42614888,13.54528543,17.5632056,13.85294577,13.09194307,11.99082766,16.61607108,13.85699024
36,0.024,4.92388263,517.25379256,-6.25946878,0.09252824,4.88607685,19.42001586,18.38214072,19.3868796,20.18144967,15.73482617,13.7475621,17.96586465,14.0758625,13.30259668,12.11243091,16.97247437,14.07901507
37,0.024,6.23550734,483.93894926,-6.38078557,0.09192977,4.89171312,19.92242451,18.95180732,20.00507565,21.01839063,16.07560673,13.98358649,18.40993151,14.32615821,13.53459252,12.2374605,17.36705795,14.32633388
38,0.024,7.89652287,452.83646634,-6.50146768,0.09137089,4.89700975,20.44836847,19.56326681,20.62163653,21.86043705,16.41214267,14.21999781,18.8384687,14.57477052,13.75873261,12.35784865,17.75132609,14.57418075
39,0.024,10.0,426.84122666,-6.60913521,0.09084894,4.90198571,20.97394675,20.19464646,21.19043968,22.65206997,16.72580127,14.43648585,19.23659917,14.79914262,13.95856525,12.46290373,18.10841504,14.79697512
0,0.038,0.001,2859.9989963,-1.82841736,0.49714074,3.62524211,7.91456014,7.27707289,6.76782319,6.40675128,5.93589655,5.92546145,6.17518316,5.90783782,5.68916295,5.54638699,6.04957859,5.90189934
1,0.038,0.00126638017,2858.00284272,-1.87266755,0.47311623,3.6682636,8.02566202,7.38767601,6.87823626,6.51667965,6.04495784,6.03599764,6.28493475,6.01794445,5.79861369,5.65656581,6.15886261,6.01191068
2,0.038,0.00160371874,2856.7892619,-1.89672316,0.46058063,3.69158688,8.08610187,7.44777223,6.93820916,6.57639018,6.10416945,6.09608669,6.3445579,6.07777298,5.85805512,5.71641928,6.21821013,6.07168304
3,0.038,0.00203091762,2856.1909468,-1.90847283,0.45457981,3.70297817,8.11563082,7.47712156,6.96748622,6.60554819,6.1330871,6.12545378,6.37368301,6.10700567,5.88709762,5.7456686,6.24719691,6.1008871
4,0.038,0.00257191381,2855.68560745,-1.91868949,0.44943008,3.71287363,8.14126447,7.50259743,6.99288906,6.63085773,6.15819598,6.15096426,6.39897323,6.13239564,5.91232602,5.77108024,6.27236642,6.12625159
5,0.038,0.00325702066,2854.93251266,-1.93314121,0.44224296,3.72687632,8.17759469,7.5386855,7.02887073,6.66670503,6.19374986,6.18710394,6.43479326,6.16835856,5.94805114,5.80706827,6.30800999,6.16217741
6,0.038,0.00412462638,2853.68231014,-1.95743582,0.43042241,3.75040847,8.23862961,7.59929119,7.08926283,6.72690558,6.25347891,6.24787552,6.49499212,6.22881496,6.0081142,5.86758662,6.36789914,6.22256728
7,0.038,0.00522334507,2850.999014,-2.0080822,0.40680264,3.7994306,8.36589429,7.72553044,7.21494925,6.85229626,6.37792741,6.37474321,6.62054384,6.35495128,6.13342349,5.99389634,6.49273218,6.3485456
8,0.038,0.00661474064,2842.25665883,-2.14156566,0.35101008,3.9275593,8.70105376,8.05682718,7.54445045,7.18132887,6.7042889,6.70900283,6.9507122,6.68683836,6.46275963,6.32621406,6.8204804,6.67988884
9,0.038,0.0083767764,2824.91712537,-2.28925503,0.299763,4.06464478,9.07126435,8.41943135,7.90628558,7.54168108,7.05944385,7.07550789,7.31212311,7.04998742,6.82100075,6.68853411,7.17803791,7.04219546
10,0.038,0.0106081836,2797.39638468,-2.41755386,0.2637167,4.17592411,9.39219441,8.72882067,8.21690366,7.84866758,7.35802373,7.38723056,7.6190445,7.35782467,7.12118053,6.99292444,7.4798994,7.34900947
11,0.038,0.0134339933,2773.47974224,-2.52700769,0.23651758,4.27047234,9.66621251,8.99153962,8.48039264,8.10995288,7.61222582,7.65564233,7.88134814,7.62206912,7.3782813,7.25451862,7.73731956,7.61215131
12,0.038,0.0170125428,2738.4083236,-2.63426031,0.214436,4.35560268,9.93493129,9.24346499,8.73480176,8.36044338,7.8519052,7.91481462,8.1323949,7.87557529,7.62074964,7.50250666,7.98150954,7.86411556
13,0.038,0.0215443469,2701.86566298,-2.73483913,0.19618719,4.4328579,10.188517,9.47776489,8.97142178,8.59366668,8.07346431,8.15928702,8.36640781,8.11344796,7.84605322,7.73373793,8.20794324,8.10019709
14,0.038,0.0272833338,2658.15592176,-2.83482392,0.18065752,4.50448713,10.44211425,9.70726337,9.20394872,8.82195961,8.28721885,8.4009856,8.59515761,8.34752334,8.06414615,7.95858512,8.42747951,8.33205517
15,0.038,0.0345510729,2604.09325031,-2.93703467,0.16733801,4.57101119,10.70716855,9.9391576,9.43817729,9.05145989,8.49737812,8.65118603,8.82440887,8.58627731,8.28025418,8.18364609,8.6447972,8.56770209
16,0.038,0.0437547938,2541.24540181,-3.04129086,0.15584466,4.63281588,10.98565774,10.17423535,9.67381861,9.2828603,8.70429807,8.91685039,9.05469734,8.83324692,8.49568138,8.4121718,8.86022492,8.8104338
17,0.038,0.0554102033,2471.08092589,-3.14734587,0.14587357,4.69024699,11.27857363,10.41314617,9.91000552,9.51681367,8.90763383,9.19890996,9.28483426,9.08951334,8.71023314,8.64399923,9.07298294,9.06121208
18,0.038,0.0701703829,2391.82129904,-3.25817752,0.13704998,4.74444225,11.59585354,10.66354885,10.1532078,9.76145607,9.11259092,9.50385458,9.51981615,9.36106703,8.92712912,8.88031092,9.28834875,9.32576502
19,0.038,0.0888623816,2299.44473736,-3.37628883,0.12943261,4.79411192,11.95575378,10.93453636,10.40918361,10.02555869,9.32104697,9.83614857,9.76055442,9.64838277,9.14151474,9.11080676,9.50812638,9.60467065
20,0.038,0.112533558,2190.45475951,-3.50565481,0.12289477,4.83913274,12.36975027,11.23361367,10.68479603,10.32001478,9.53922017,10.16776457,10.01436487,9.93708596,9.34624746,9.32181967,9.74187102,9.88585694
21,0.038,0.142510267,2083.5496233,-3.63277291,0.11733821,4.87932018,12.78596802,11.534001,10.95652283,10.62485418,9.76149946,10.46243999,10.28629817,10.20042709,9.53419791,9.5042574,9.99355276,10.14377048
22,0.038,0.180472177,1968.12815218,-3.76747272,0.11261105,4.91503761,13.21732707,11.85135484,11.24516207,10.96594838,10.01588831,10.73834935,10.62230618,10.45792716,9.71946583,9.67035868,10.30275185,10.39765167
23,0.038,0.228546386,1853.07151076,-3.90406983,0.10854479,4.9469802,13.61485062,12.171335,11.54585903,11.34315629,10.32084694,10.96774662,11.04807478,10.6899706,9.89628296,9.81527001,10.69212889,10.63026364
24,0.038,0.289426612,1733.36292759,-4.04834898,0.10506832,4.97525539,13.96271879,12.49270348,11.88218737,11.78714094,10.69299204,11.17480136,11.57100953,10.91538003,10.07354674,9.95675328,11.17156256,10.86112466
25,0.038,0.366524124,1620.65352517,-4.18979816,0.1021293,4.99989786,14.24505892,12.79288598,12.24114777,12.26942428,11.09050526,11.3594317,12.10370642,11.13072492,10.24333005,10.09310598,11.67241384,11.08586475
26,0.038,0.464158883,1514.30319542,-4.32971719,0.09957558,5.02189305,14.46175838,13.0628452,12.64334404,12.76592424,11.49775241,11.51718618,12.59495338,11.33277577,10.40886427,10.23496566,12.16342682,11.30086299
27,0.038,0.587801607,1424.39430579,-4.45604826,0.09730776,5.0419037,14.70337126,13.30726083,13.04108891,13.18867643,11.86011588,11.6406339,12.99986465,11.5009249,10.56088011,10.37871633,12.58708787,11.48032775
28,0.038,0.744380301,1319.5827808,-4.60686355,0.09530773,5.05994218,14.89869871,13.57507259,13.56721135,13.67304675,12.26058215,11.76201426,13.45276179,11.6889873,10.7515187,10.5619591,13.04496336,11.67804182
29,0.038,0.942668455,1241.20085601,-4.72934676,0.09355709,5.07604498,15.08162237,13.81030426,14.01940798,14.0586986,12.57225667,11.87245502,13.81932752,11.85251901,10.92870144,10.72463021,13.39721673,11.84573038
30,0.038,1.19377664,1144.80143958,-4.88474363,0.09196167,5.09098438,15.36787246,14.13972249,14.53174135,14.52726941,12.89212657,12.01558255,14.21608841,12.05210699,11.15668219,10.90256039,13.75461374,12.04604899
31,0.038,1.51177507,1055.0972323,-5.03903317,0.09064122,5.10354651,15.68558931,14.49992069,15.01240139,14.99762834,13.19011975,12.16892291,14.59950218,12.25389072,11.39219313,11.06828411,14.08722621,12.24751508
